Label,MBI,MNDWI,NDVI,SAVI
4,0.140513,0.0329864,0.0748299,0.125021
4,0.153186,0.147517,0.00246238,-0.0502231
4,0.140818,0.0672701,-0.00356849,0.0500016
1,0.253477,-0.373046,0.283303,0.468695
1,0.232025,-0.360116,0.308246,0.515533
1,0.273981,-0.38942,0.259532,0.405623
1,0.26897,-0.361301,0.172971,0.329245
1,0.261617,-0.35704,0.196219,0.345032
1,0.275669,-0.391176,0.169061,0.351568
1,0.279423,-0.349464,0.138424,0.247774
1,0.239866,-0.343726,0.325611,0.487018
1,0.255776,-0.374444,0.171077,0.384582
1,0.267468,-0.370175,0.21846,0.399499
1,0.268747,-0.358325,0.173066,0.330597
1,0.265813,-0.35576,0.199291,0.363018
1,0.266167,-0.365192,0.268705,0.377226
1,0.267842,-0.362806,0.196601,0.336002
1,0.28828,-0.371567,0.170027,0.314185
1,0.271652,-0.338705,0.147665,0.291138
1,0.177854,-0.0583565,0.0974674,0.229103
1,0.131651,0.0272271,0.106655,0.173869
1,0.16689,0.0411552,0.0454352,0.0634634
1,0.250312,-0.37046,0.3048,0.452985
1,0.269168,-0.394659,0.246248,0.411899
1,0.264967,-0.354581,0.185484,0.336267
1,0.246271,-0.343464,0.225708,0.428383
1,0.193864,0.0356139,-0.0263158,-0.000677124
1,0.0413198,0.254683,-0.0126997,-0.0156625
1,0.0739408,0.110009,0.0569605,0.13583
1,0.101349,0.0487509,0.0929599,0.190323
1,0.145171,-0.0548972,0.113325,0.220558
1,0.206397,-0.114528,0.074774,0.139373
1,0.0808383,0.086629,0.0876339,0.131626
1,0.0287856,0.26443,0.00614035,-0.0171237
1,0.0792418,0.0720212,0.197228,0.275989
1,0.143851,-0.0389439,0.140466,0.245471
1,0.0371471,0.245106,-0.00151976,0.0222933
1,0.0639905,0.183017,0.0375399,0.0832422
1,0.172376,-0.0454449,0.113561,0.201458
1,0.151739,-0.161775,0.239494,0.407761
1,-0.01341,0.415196,-0.108925,-0.206933
1,0.270871,-0.340513,0.175312,0.330079
1,0.276655,-0.377916,0.176397,0.362824
1,0.284987,-0.40707,0.214683,0.391479
1,0.231639,-0.355711,0.345711,0.507559
1,0.252898,-0.364613,0.241856,0.430262
1,0.120958,0.109742,0.0914313,0.0318292
1,0.160865,-0.158522,0.131868,0.467414
1,0.278621,-0.377032,0.196721,0.368585
1,0.1812,-0.113805,0.131307,0.25483
1,0.23058,-0.340677,0.241631,0.472346
1,0.222553,-0.353851,0.31652,0.529385
1,0.144552,-0.0312837,0.0925723,0.242645
1,0.183878,-0.0698708,0.114041,0.191015
1,0.263385,-0.179217,0.0574564,0.101028
1,0.180983,-0.0641621,0.12538,0.221577
1,0.0228456,0.304259,-0.0542907,-0.0971562
1,0.0255894,0.301757,-0.0362505,-0.0880985
1,0.0250226,0.199228,0.0534056,0.108013
1,0.000103086,0.371665,-0.0344306,-0.0886937
1,0.248089,-0.360532,0.113703,0.290217
1,0.209926,-0.324958,0.116827,0.375733
1,0.214878,-0.328198,0.243594,0.489575
1,0.25953,-0.373769,0.0829103,0.254183
1,0.214013,-0.186637,0.0114271,0.144348
1,0.246988,-0.380292,0.240942,0.420544
1,0.284253,-0.432519,0.125209,0.317267
1,0.238631,-0.380761,0.0828625,0.369425
1,0.227221,-0.399375,0.371869,0.519792
1,0.196881,-0.146759,0.134027,0.247103
1,0.228736,-0.226148,0.0536965,0.140718
1,0.239309,-0.285148,0.114233,0.296534
1,0.183368,0.0133807,-0.0125201,0.0384138
1,0.208987,-0.11032,-0.0293917,0.119578
1,0.233574,-0.402427,0.268594,0.443809
1,0.261791,-0.396125,0.129124,0.320109
1,0.271787,-0.443544,0.129661,0.313993
1,0.194077,-0.0437374,0.0530335,0.07126
1,0.236852,-0.316024,0.120281,0.261288
1,0.246466,-0.427393,0.106778,0.23498
1,0.206228,0.00992399,-0.0303453,-0.0612836
1,0.232082,-0.380537,0.188778,0.440204
1,0.263359,-0.442308,0.127003,0.289762
1,0.258663,-0.372283,0.115765,0.277062
1,0.247607,-0.407468,0.147915,0.379683
1,0.261253,-0.333091,0.0614571,0.162451
1,0.242321,-0.383387,0.183505,0.406348
1,0.253175,-0.401798,0.162975,0.325857
1,0.252914,-0.361763,0.179823,0.317226
1,0.252763,-0.4034,0.166988,0.376121
1,0.227368,-0.359635,0.320286,0.383565
1,0.240176,-0.402748,0.238892,0.416303
1,0.25582,-0.410913,0.178803,0.359034
1,0.19226,-0.113309,0.0249671,0.0644286
1,0.205184,-0.0461926,0.0199139,0.024893
1,0.219834,-0.132951,-0.0162308,0.082212
1,0.237366,-0.403788,0.295968,0.443104
1,0.216843,-0.34354,0.248595,0.455626
1,0.246223,-0.400815,0.203711,0.432495
1,0.247925,-0.362555,0.102119,0.257913
1,0.264997,-0.418685,0.227292,0.358542
1,0.219014,-0.190864,0.0100158,0.134684
1,0.207268,-0.247272,0.0557235,0.222222
1,0.213528,-0.185431,-0.000558347,0.154886
1,0.281331,-0.392313,0.109361,0.21325
1,0.266518,-0.279648,0.0408081,0.099789
1,0.173139,-0.0345584,-0.0411899,0.149841
1,0.21602,-0.227159,0.136958,0.240527
1,0.206937,-0.264952,0.0905119,0.337535
1,0.233196,-0.2502,0.177476,0.260801
1,0.230476,-0.369191,0.321263,0.438765
1,0.214533,-0.306564,0.127674,0.351395
1,0.205553,-0.355473,0.170558,0.439573
1,0.183119,-0.272552,0.196686,0.463323
1,0.206782,-0.349298,0.300577,0.495021
2,0.1098,-0.292218,0.558348,0.88001
2,0.102671,-0.300023,0.559687,0.884933
2,0.0747825,-0.32881,0.616993,0.948389
2,0.0917413,-0.318676,0.616808,0.933042
2,0.0865345,-0.321238,0.556153,0.913429
2,0.153456,-0.330831,0.537132,0.830542
2,0.0937097,-0.282194,0.585892,0.908602
2,0.0838713,-0.334114,0.612113,0.937811
2,0.0818529,-0.335965,0.639344,0.966458
2,0.0725236,-0.340235,0.608632,0.961455
2,0.113733,-0.334088,0.532796,0.886662
2,0.0910358,-0.338597,0.627582,0.947332
2,0.0763367,-0.344689,0.580229,0.942836
2,0.107062,-0.33941,0.604433,0.91862
2,0.102321,-0.316738,0.571128,0.888936
2,0.106268,-0.344843,0.599732,0.915807
2,0.0717424,-0.316322,0.612954,0.94713
2,0.044187,-0.2685,0.584172,0.941732
2,0.0723157,-0.31963,0.625524,0.962346
2,0.100707,-0.333483,0.622744,0.926872
2,0.0974104,-0.328755,0.595411,0.914185
2,0.0709091,-0.339771,0.631044,0.981627
2,0.0586432,-0.33171,0.577405,0.957476
2,0.0585331,-0.320314,0.601872,0.961963
2,0.0923358,-0.338273,0.611483,0.951273
2,0.130843,-0.320319,0.524862,0.843424
2,0.120787,-0.311929,0.571805,0.861961
2,0.0735774,-0.32359,0.628866,0.967654
2,0.0887401,-0.33444,0.572751,0.930225
2,0.0826898,-0.335632,0.608317,0.952488
2,0.09566,-0.332146,0.597329,0.942877
2,0.0905149,-0.331081,0.583992,0.91354
2,0.0747903,-0.324063,0.615552,0.959057
2,0.123756,-0.326427,0.526316,0.844706
2,0.0799198,-0.335735,0.619782,0.969932
2,0.0721795,-0.326148,0.614895,0.951113
2,0.104169,-0.319714,0.556258,0.88772
2,0.0833085,-0.338342,0.621774,0.954765
2,0.0875515,-0.306084,0.577692,0.923925
2,0.0653412,-0.296916,0.58496,0.915119
2,0.0974428,-0.303487,0.565801,0.907298
2,0.126129,-0.34087,0.589253,0.897651
2,0.0913958,-0.306667,0.638066,0.9601
2,0.0620438,-0.277526,0.594511,0.916141
2,0.0702951,-0.344741,0.623447,0.976364
2,0.127051,-0.262333,0.552443,0.849363
2,0.0944336,-0.271808,0.560745,0.883298
2,0.0756694,-0.300702,0.597707,0.934243
2,0.0603492,-0.30158,0.631619,0.953231
2,0.101016,-0.314441,0.591354,0.912503
2,0.088247,-0.334388,0.589359,0.95333
2,0.0832308,-0.319573,0.601858,0.939315
2,0.0839373,-0.299477,0.604087,0.946327
2,0.0738901,-0.333804,0.62054,0.97123
2,0.0773217,-0.325875,0.604876,0.948671
2,0.0511292,-0.327884,0.639606,0.996025
2,0.0745856,-0.349057,0.597484,0.968415
2,0.057582,-0.323766,0.633016,0.967146
2,0.0489838,-0.323371,0.626324,0.982293
2,0.138356,-0.348037,0.537962,0.847844
2,0.072516,-0.328684,0.62065,0.964507
2,0.116265,-0.339392,0.599145,0.898342
2,0.0444131,-0.327128,0.665334,1.02819
2,0.0382662,-0.239076,0.567026,0.896353
2,0.0859209,-0.298916,0.57691,0.913965
2,0.0834816,-0.342809,0.605328,0.942381
2,0.0975427,-0.339454,0.59572,0.923221
2,0.0904867,-0.301634,0.582979,0.907482
2,0.0851064,-0.315068,0.589993,0.895241
2,0.0930455,-0.349859,0.61928,0.973247
2,0.0613621,-0.337084,0.657054,0.999099
2,0.0745313,-0.326395,0.631984,0.97195
2,0.0960304,-0.351545,0.601084,0.950511
2,0.0790788,-0.332414,0.598653,0.954808
2,0.0842812,-0.296498,0.601823,0.921528
2,0.0938533,-0.347903,0.632653,0.965667
2,0.101432,-0.286339,0.485667,0.849731
2,0.0527233,-0.293728,0.609227,0.945808
2,0.0690854,-0.326076,0.592857,0.958588
2,0.0603025,-0.314313,0.622611,0.959815
2,0.0590675,-0.330667,0.626562,0.97584
2,0.107353,-0.366479,0.592856,0.935805
2,0.0646902,-0.271862,0.58991,0.901809
2,0.0662309,-0.30243,0.621657,0.927089
2,0.0705588,-0.336861,0.61057,0.968265
3,0.166283,0.0453421,-0.00633179,-0.0138162
3,0.166084,0.0669388,-0.00392842,0.013052
3,0.155586,0.155767,-0.00976909,-0.000659776
3,0.170183,0.340659,-0.270063,-0.431807
3,0.167732,0.28972,-0.276336,-0.306576
3,0.149016,0.24263,-0.279231,-0.162229
3,0.171312,0.331985,-0.276805,-0.398997
3,0.162492,0.410913,-0.336063,-0.53391
3,0.166667,0.407242,-0.329803,-0.527265
3,0.166053,0.376616,-0.297827,-0.474646
3,0.19327,0.3293,-0.241791,-0.405694
3,0.202084,0.300585,-0.272349,-0.39164
3,0.181945,0.311875,-0.240203,-0.353966
3,0.190334,0.327716,-0.252963,-0.397745
3,0.192166,0.388153,-0.325863,-0.553455
3,0.179429,0.424092,-0.352113,-0.605844
3,0.172238,0.353186,-0.266932,-0.421583
3,0.198315,0.328622,-0.274221,-0.436044
3,0.198357,0.318637,-0.273813,-0.416791
3,0.180826,0.347664,-0.242112,-0.429061
3,0.225143,0.284661,-0.306834,-0.437389
3,0.185154,0.183528,-0.0250522,-0.0995071
3,0.171948,0.305218,-0.233344,-0.369576
3,0.180805,0.271033,-0.222398,-0.305741
3,0.163099,0.43533,-0.219545,-0.246902
3,0.181437,0.456348,-0.240143,-0.360857
3,0.176512,0.447051,-0.19172,-0.346395
3,0.154644,0.330258,-0.316896,-0.341109
3,0.18955,0.280279,-0.132417,-0.259392
3,0.157364,0.386373,-0.272509,-0.187991
3,0.168715,0.396394,-0.319708,-0.52
3,0.175718,0.418794,-0.36069,-0.57063
3,0.159295,0.36591,-0.257317,-0.432813
3,0.189287,0.379525,-0.317239,-0.512478
3,0.205286,0.315935,-0.26199,-0.430614
3,0.171704,0.312533,-0.290065,-0.343789
3,0.168942,0.382766,-0.306171,-0.512195
3,0.1814,0.389439,-0.318605,-0.52537
3,0.166667,0.366759,-0.273246,-0.445378
3,0.19145,0.337292,-0.269601,-0.430442
3,0.166102,0.342801,-0.27696,-0.455463
3,0.155154,0.308669,-0.265067,-0.356337
3,0.166853,0.338333,-0.303752,-0.43537
3,0.121873,0.294022,-0.287746,-0.2181
3,0.149685,0.289467,-0.300866,-0.292646
3,0.113399,0.210026,-0.176349,0.0142642
3,0.173143,0.344281,-0.279787,-0.478954
3,0.169473,0.258975,-0.300961,-0.294914
3,0.19145,0.320596,-0.265127,-0.479164
3,0.184378,0.335576,-0.278328,-0.482866
3,0.133377,0.318246,-0.274713,-0.313162
3,0.194273,0.336514,-0.277225,-0.516492
3,0.185714,0.366315,-0.309412,-0.552414
3,0.184226,0.348596,-0.313973,-0.507238
3,0.181459,0.224758,-0.0914715,-0.117275
3,0.17737,0.270612,-0.102909,-0.142826
3,0.158658,0.184029,-0.017484,-0.00319489
3,0.159751,0.16598,-0.0290672,-0.000649491
3,0.21932,0.34667,-0.313084,-0.596079
3,0.193153,0.330794,-0.253619,-0.480523
3,0.171449,0.33917,-0.304612,-0.464559
3,0.128728,0.359532,-0.282302,-0.379167
3,0.159775,0.361013,-0.282792,-0.444614
3,0.13124,0.328192,-0.283732,-0.284345
3,0.204446,0.350274,-0.313023,-0.56147
3,0.1946,0.352243,-0.289434,-0.537902
3,0.139707,0.152853,-0.269173,0.0600816
3,0.182388,0.24086,-0.254449,-0.252168
3,0.177197,0.251689,-0.240885,-0.273888
3,0.198803,0.334892,-0.270853,-0.470939
3,0.1711,0.347251,-0.288426,-0.469435
3,0.164976,0.313032,-0.223287,-0.359893
3,0.166048,0.336212,-0.260783,-0.417683
3,0.158309,0.353943,-0.250176,-0.386497
3,0.183687,0.321041,-0.208316,-0.309579
3,0.180039,0.309977,-0.195132,-0.299685
3,0.169055,0.35205,-0.200632,-0.305196
3,0.169475,0.323732,-0.125641,-0.199743
3,0.21668,0.27293,-0.249832,-0.3662
3,0.189118,0.352665,-0.245684,-0.433235
3,0.148389,0.294732,-0.222895,-0.260707
3,0.188065,0.344418,-0.273034,-0.449192
4,0.157502,-0.0429365,0.0818505,0.183343
4,0.169426,0.0240169,0.0225862,0.0542461
4,0.17121,0.0103328,0.0513544,0.101002
4,0.173399,-0.0557388,0.0923126,0.207505
4,0.177553,-0.0441189,0.120944,0.192207
1,0.136418,-0.0339476,0.0769861,0.145877
1,-0.013817,0.376695,-0.0593539,-0.112195
1,0.16405,-0.0511928,0.125197,0.205145
1,0.186616,-0.127353,0.187773,0.267972
1,0.213538,-0.13755,0.129644,0.233222
1,0.221753,-0.201258,0.212757,0.342038
