Label,MBI,MNDWI,NDVI,SAVI
2,0.127604,-0.325818,0.54203,0.812978
2,0.0789686,-0.315031,0.615114,0.9226
2,0.0750867,-0.25557,0.60749,0.911169
2,0.0798989,-0.280258,0.618114,0.927103
2,0.0874084,-0.247601,0.587393,0.881023
2,0.0555556,-0.201083,0.584743,0.877042
2,0.0814425,-0.304875,0.612723,0.919016
2,0.0880808,-0.292916,0.598144,0.897146
2,0.124332,-0.3083,0.561937,0.842834
2,0.0859126,-0.287102,0.604764,0.907075
2,0.090207,-0.299689,0.600062,0.900023
2,0.10705,-0.27245,0.56984,0.854692
2,0.080091,-0.289019,0.612596,0.918823
2,0.0996402,-0.279863,0.59028,0.885352
2,0.0863814,-0.264415,0.598142,0.897147
2,0.07624,-0.292466,0.625769,0.938587
2,0.0901701,-0.311338,0.619669,0.929436
2,0.173622,-0.322768,0.512859,0.769224
2,0.0735924,-0.300497,0.62532,0.93791
2,0.0607697,-0.28762,0.6481,0.972084
2,0.091046,-0.309317,0.606467,0.90963
2,0.0704766,-0.339418,0.652618,0.978858
2,0.109654,-0.349033,0.603802,0.905635
2,0.0842619,-0.216165,0.55284,0.829189
2,0.116568,-0.337473,0.596411,0.894553
2,0.10548,-0.345684,0.610855,0.916218
2,0.111527,-0.351405,0.606595,0.909827
2,0.108596,-0.295637,0.57659,0.864814
2,0.0915726,-0.306356,0.599873,0.899738
2,0.1219,-0.308713,0.564175,0.846192
2,0.122404,-0.298184,0.55917,0.838686
2,0.0858905,-0.292694,0.597885,0.896756
2,0.0703797,-0.288015,0.61445,0.921603
2,0.0444722,-0.278365,0.632976,0.949395
2,0.0404185,-0.270316,0.631013,0.946449
2,0.0678987,-0.300255,0.61867,0.927934
2,0.0583024,-0.303198,0.625899,0.938777
2,0.0708467,-0.321509,0.632707,0.948991
2,0.0944997,-0.292895,0.602359,0.90347
2,0.116001,-0.310179,0.570366,0.855479
2,0.0531014,-0.325833,0.655902,0.983786
2,0.114151,-0.323457,0.5541,0.831089
2,0.0492293,-0.261865,0.619136,0.928632
2,0.0870437,-0.326535,0.62249,0.933663
2,0.0670498,-0.315834,0.648425,0.97257
2,0.0643255,-0.314688,0.642378,0.963499
2,0.117754,-0.300196,0.563095,0.84458
2,0.106912,-0.347396,0.624197,0.936233
2,0.119521,-0.33247,0.589343,0.883944
2,0.0924338,-0.320183,0.618938,0.928339
2,0.105368,-0.302004,0.574263,0.86132
2,0.0359453,-0.269314,0.655768,0.983587
2,0.0965557,-0.296195,0.607572,0.91129
2,0.109039,-0.315802,0.571781,0.857596
2,0.10995,-0.289617,0.565392,0.848017
2,0.0859026,-0.315311,0.606526,0.909717
2,0.0967941,-0.334252,0.609166,0.913677
2,0.0942382,-0.282399,0.595768,0.893582
2,0.0949583,-0.291444,0.579708,0.86949
2,0.101127,-0.324025,0.599812,0.899648
2,0.102009,-0.318817,0.588846,0.883197
2,0.0962397,-0.306327,0.588433,0.882578
2,0.107613,-0.312444,0.586953,0.880358
2,0.0987999,-0.316651,0.574366,0.861481
2,0.0730893,-0.282583,0.596494,0.894669
2,0.0911812,-0.301845,0.598343,0.897446
2,0.0888122,-0.2912,0.602389,0.903515
2,0.0897487,-0.304655,0.59291,0.889296
2,0.162952,-0.306533,0.491762,0.737584
2,0.123571,-0.302649,0.559138,0.838638
2,0.109688,-0.293859,0.579614,0.86935
2,0.0688722,-0.305635,0.617922,0.92681
2,0.0684509,-0.29716,0.622505,0.933686
2,0.076057,-0.304268,0.616224,0.924265
2,0.0737456,-0.303547,0.617086,0.925559
2,0.0708618,-0.312358,0.619473,0.92914
2,0.0629272,-0.306884,0.62723,0.940775
2,0.0779826,-0.308203,0.60961,0.914342
2,0.0814219,-0.302488,0.608299,0.912377
2,0.066122,-0.302054,0.621097,0.931575
2,0.0712802,-0.301325,0.613707,0.920489
2,0.0835549,-0.299476,0.601924,0.902815
2,0.112036,-0.311873,0.572304,0.858382
2,0.140421,-0.308244,0.540007,0.809939
2,0.0579268,-0.296646,0.629685,0.944457
2,0.073502,-0.296765,0.609263,0.913824
2,0.0776864,-0.307424,0.611717,0.917504
2,0.0963477,-0.342921,0.611917,0.917805
2,0.10466,-0.344276,0.607561,0.911273
2,0.0815071,-0.332599,0.631633,0.94738
2,0.0765118,-0.325732,0.631757,0.947566
2,0.107454,-0.335771,0.597492,0.896169
2,0.0923385,-0.319185,0.617773,0.926591
2,0.101345,-0.33641,0.600858,0.901218
2,0.0995339,-0.339553,0.61304,0.91949
2,0.0750926,-0.332306,0.637511,0.956198
2,0.0819275,-0.32817,0.625331,0.937928
2,0.0882599,-0.316011,0.605045,0.907495
2,0.0947128,-0.296922,0.607789,0.911614
2,0.083515,-0.313559,0.606439,0.90959
2,0.138712,-0.325908,0.537658,0.806424
2,0.0602683,-0.31087,0.636684,0.954956
2,0.0838886,-0.314545,0.601477,0.902146
2,0.0808247,-0.318203,0.612641,0.918889
2,0.0969852,-0.264023,0.564893,0.847268
2,0.0880254,-0.24858,0.562521,0.84371
2,0.0657715,-0.298526,0.614624,0.921864
2,0.0629463,-0.282063,0.622607,0.93384
2,0.0598097,-0.233262,0.601654,0.90241
2,0.114033,-0.347378,0.58129,0.871865
2,0.139315,-0.341654,0.535732,0.803532
2,0.115687,-0.329902,0.583347,0.874949
2,0.0728185,-0.284837,0.616434,0.924581
2,0.0649163,-0.279739,0.624874,0.937244
2,0.0842904,-0.30389,0.608215,0.912252
2,0.0835087,-0.321834,0.623929,0.935822
2,0.0928162,-0.318711,0.606404,0.909536
2,0.0917915,-0.336537,0.626104,0.939091
2,0.0876278,-0.314907,0.595765,0.893577
2,0.123321,-0.342911,0.577505,0.866189
2,0.0755297,-0.288306,0.620603,0.930837
2,0.0576645,-0.317551,0.645809,0.968645
2,0.0616425,-0.293656,0.629102,0.943583
2,0.0836235,-0.260421,0.587676,0.881447
2,0.10633,-0.325717,0.592245,0.888299
2,0.127402,-0.346669,0.571119,0.856612
2,0.0566183,-0.314643,0.666753,1.00006
2,0.0724333,-0.295314,0.618624,0.927867
2,0.0806316,-0.300943,0.608905,0.913284
2,0.0704784,-0.267096,0.608605,0.912834
2,0.0801226,-0.298768,0.613813,0.920646
2,0.060641,-0.27925,0.617028,0.925473
2,0.0665945,-0.273064,0.613268,0.919832
2,0.0655593,-0.223153,0.559374,0.83899
2,0.0677508,-0.237475,0.570799,0.856127
2,0.0737542,-0.261458,0.606983,0.910407
2,0.0813874,-0.287264,0.58863,0.88287
2,-0.0246993,-0.145236,0.600549,0.900746
2,0.0583469,-0.220927,0.577112,0.865599
2,0.124144,-0.226928,0.413144,0.619648
2,0.11751,-0.199575,0.425177,0.637699
2,0.0898024,-0.279488,0.588226,0.882265
2,0.0643119,-0.2732,0.609832,0.914677
2,0.0962164,-0.238858,0.533394,0.800018
2,0.0547196,-0.304245,0.634389,0.951513
2,0.0879477,-0.309659,0.602332,0.903424
2,0.0831379,-0.310124,0.605255,0.907812
2,0.0588422,-0.272246,0.614722,0.922011
2,0.0775588,-0.314793,0.618108,0.927089
2,0.0821461,-0.278128,0.597392,0.896019
2,0.0522124,-0.265207,0.647675,0.971449
2,0.0641214,-0.30409,0.653092,0.979571
2,0.0587878,-0.259806,0.635026,0.952473
2,0.0786269,-0.290867,0.602285,0.903356
2,0.103044,-0.293941,0.577854,0.866713
2,0.0623263,-0.293842,0.633208,0.949747
2,0.0833859,-0.298689,0.604357,0.906463
2,0.0989583,-0.294863,0.579584,0.869302
2,0.0659083,-0.329273,0.680133,1.02013
2,0.0870503,-0.273408,0.615635,0.923384
2,0.0847513,-0.294485,0.608131,0.912131
2,0.111901,-0.316677,0.596367,0.894482
2,0.0653412,-0.273159,0.606445,0.909596
2,0.0866638,-0.266667,0.57921,0.868743
2,0.0657413,-0.258798,0.602925,0.904315
2,0.0610166,-0.313239,0.671264,1.00683
2,0.05249,-0.263682,0.594251,0.891303
2,0.0998229,-0.284665,0.558888,0.838261
2,0.0805186,-0.270992,0.592118,0.888104
2,0.0378928,-0.235669,0.640711,0.961002
2,0.0287525,-0.232284,0.649132,0.973634
2,0.0522344,-0.256284,0.63145,0.947106
2,0.0153635,-0.240409,0.675567,1.01329
2,0.171622,-0.383025,0.539358,0.808969
2,0.159411,-0.383638,0.566095,0.849075
2,0.143734,-0.37884,0.575965,0.86388
2,0.172022,-0.372875,0.536409,0.804547
2,0.130246,-0.365957,0.611377,0.916999
2,0.0916159,-0.354227,0.645345,0.967953
2,0.113452,-0.246363,0.514887,0.772261
3,0.153036,0.134304,-0.0082358,-0.012351
3,0.155885,0.15182,-0.00986701,-0.0147973
3,0.155623,0.178771,-0.013587,-0.0203758
3,0.153948,0.248313,-0.126192,-0.189254
3,0.152552,0.24522,-0.111192,-0.166758
3,0.15489,0.269271,-0.109683,-0.164491
3,0.0734532,0.274233,-0.0717003,-0.107535
3,0.152919,0.273305,-0.120256,-0.180348
3,0.151885,0.247257,-0.0667233,-0.100064
3,0.157962,0.238762,-0.0650022,-0.0974822
3,0.157735,0.25854,-0.0973378,-0.145976
3,0.156358,0.240044,-0.0618337,-0.0927308
3,0.163054,0.258731,-0.0936044,-0.140377
3,0.159306,0.281787,-0.142521,-0.213739
3,0.160504,0.269136,-0.0983675,-0.14752
3,0.152558,0.259233,-0.0777547,-0.116608
3,0.149984,0.223903,-0.0480687,-0.0720875
3,0.154615,0.228988,-0.0492653,-0.073882
3,0.152124,0.223779,-0.0760499,-0.114053
3,0.15554,0.210399,-0.0599688,-0.0899358
3,0.159275,0.223712,-0.0859621,-0.128918
3,0.161152,0.215558,-0.114309,-0.171429
3,0.156015,0.220402,-0.11129,-0.166901
3,0.159084,0.193037,-0.105892,-0.158805
3,0.162441,0.169316,-0.107128,-0.160658
3,0.165611,0.149676,-0.0683012,-0.102429
3,0.166873,0.0955574,-0.052452,-0.0786613
3,0.166254,0.101836,-0.0339721,-0.0509471
3,0.167714,0.0922289,-0.0310112,-0.0465064
3,0.16394,0.103653,-0.0840017,-0.125976
3,0.170013,0.087959,-0.0648108,-0.097195
3,0.169626,0.0821382,-0.0233838,-0.0350676
3,0.171665,0.0744727,-0.0298913,-0.0448268
3,0.171885,0.0693842,-0.0253165,-0.0379661
3,0.173071,0.0631007,-0.0191471,-0.0287144
3,0.157726,0.176336,-0.0576046,-0.0863891
3,0.162256,0.182021,-0.0971066,-0.145631
3,0.132785,0.198661,-0.122153,-0.183198
3,0.153992,0.198566,-0.0295427,-0.0443051
3,0.146137,0.253316,-0.0955595,-0.143314
3,0.159642,0.259498,-0.102468,-0.153669
3,0.162412,0.260947,-0.109349,-0.163989
3,0.163929,0.266061,-0.118271,-0.17737
3,0.168346,0.254392,-0.117139,-0.175673
3,0.159466,0.263569,-0.127229,-0.190804
3,0.159411,0.260854,-0.132957,-0.199396
3,0.154952,0.262059,-0.0851867,-0.127753
3,0.155446,0.267566,-0.145086,-0.217586
3,0.160413,0.227788,-0.142746,-0.214077
3,0.162588,0.171702,-0.0990415,-0.148533
3,0.161839,0.231163,-0.152157,-0.228191
3,0.158629,0.25538,-0.156092,-0.234092
3,0.163758,0.166993,-0.107011,-0.160484
3,0.147234,0.245231,-0.160042,-0.240021
3,0.174157,0.216931,-0.119259,-0.178852
3,0.156637,0.161582,-0.0287333,-0.0430912
3,0.170581,0.144569,-0.0444354,-0.0666395
3,0.19683,0.073487,-0.0412495,-0.0618619
3,0.171102,0.131086,-0.044076,-0.0661007
3,0.167244,0.131806,-0.0414821,-0.0622106
3,0.168946,0.125512,-0.0296795,-0.0445104
3,0.173227,0.133706,-0.0700637,-0.105075
3,0.175454,0.137622,-0.0807354,-0.121079
3,0.186526,0.0996714,-0.0484825,-0.0727094
3,0.176556,0.1366,-0.0825109,-0.123742
3,0.179223,0.135581,-0.0997606,-0.149611
3,0.177314,0.140068,-0.0912,-0.136773
3,0.175934,0.137153,-0.0748726,-0.112287
3,0.178235,0.140835,-0.0995637,-0.149316
3,0.18262,0.132649,-0.0945109,-0.141737
3,0.181094,0.134454,-0.0914357,-0.137125
3,0.179882,0.136415,-0.0971888,-0.145754
3,0.183821,0.133758,-0.0869565,-0.130408
3,0.182687,0.132131,-0.0911215,-0.136656
3,0.181113,0.131117,-0.0691358,-0.103682
3,0.173907,0.129973,-0.0568043,-0.085189
3,0.180601,0.125236,-0.0696517,-0.104456
3,0.192217,0.113962,-0.06399,-0.0959649
3,0.178613,0.129616,-0.0632603,-0.0948713
3,0.177628,0.133308,-0.0773525,-0.116006
3,0.18068,0.122169,-0.0485749,-0.0728477
3,0.174215,0.118431,-0.0471661,-0.0707351
3,0.218578,0.0352941,0.0060423,0.00906173
3,0.205736,0.0313565,0.0285714,0.0428492
3,0.208804,0.0761309,-0.0272727,-0.0409006
3,0.196267,0.0878103,-0.0318627,-0.0477844
3,0.185939,0.107378,-0.0423092,-0.0634513
3,0.171214,0.109341,-0.0219697,-0.0329483
3,0.11099,-0.00195185,0.247536,0.371252
3,0.191275,0.0911765,-0.0132797,-0.0199155
3,0.186181,0.0620043,0.0428135,0.0642079
3,0.0823795,-0.0461059,0.373512,0.560199
3,0.221627,0.0611369,-0.0210526,-0.0315726
3,0.163625,0.04426,0.108108,0.162134
3,0.209378,-0.0132626,0.119916,0.179842
3,0.209107,-0.0185486,0.123875,0.185781
3,0.204663,0.0,0.100681,0.150994
3,0.0871256,-0.0751515,0.394353,0.59146
3,0.0465476,-0.0287747,0.396217,0.594256
3,0.18323,-0.00270088,0.145111,0.21763
3,0.114098,-0.047041,0.338631,0.507882
3,0.202314,-0.0239109,0.147797,0.221657
3,0.0668834,-0.106969,0.474536,0.711734
3,0.161452,-0.00828089,0.192295,0.288397
3,0.180036,0.00665779,0.149495,0.224205
3,0.111736,0.003663,0.263464,0.395139
3,0.147288,-0.0196711,0.230075,0.345061
3,0.170853,-0.00682483,0.19179,0.287638
3,0.120602,-0.00374787,0.251582,0.377316
3,0.132045,-0.0485003,0.263393,0.395034
3,0.129169,0.0288264,0.196845,0.295222
3,0.164704,0.0567351,0.0983837,0.14755
3,0.177588,0.00128783,0.159084,0.238587
3,0.126831,-0.0207156,0.277519,0.416221
3,0.162429,0.00722733,0.168221,0.252291
3,0.21205,0.0337154,0.0365127,0.0547588
3,0.177989,0.00710594,0.153394,0.230054
3,0.196479,0.0626081,0.00453858,0.00680658
3,0.213647,0.0866142,-0.0605565,-0.0908161
3,0.22647,0.0663356,-0.0453617,-0.0680286
3,0.199469,0.0881924,-0.0425618,-0.0638298
3,0.194938,0.0777052,-0.0147941,-0.0221867
3,0.181228,0.0880829,0.01154,0.0173065
3,0.230988,0.0656511,-0.0549638,-0.0824281
3,0.169361,0.0508596,0.0731707,0.109736
3,0.173354,0.0541908,0.0744482,0.111651
3,0.146424,0.0160904,0.180778,0.271123
3,0.228065,0.0487718,-0.0308515,-0.0462677
3,0.186978,0.0110461,0.12841,0.192583
3,0.087035,-0.084058,0.405369,0.607984
3,0.151757,-0.0521845,0.274847,0.412214
3,0.0957173,-0.0743322,0.393519,0.590209
3,0.171047,-0.00444162,0.181196,0.271751
3,0.191411,0.0364721,0.0783831,0.117554
3,0.167862,0.0232711,0.145271,0.217872
3,0.0578487,-0.0897984,0.438543,0.657742
3,0.176006,0.00458415,0.145949,0.218888
3,0.216361,-0.0339088,0.124296,0.186413
3,0.173422,-0.0028293,0.167915,0.251833
3,0.16955,-0.0308717,0.210064,0.31505
3,0.169526,0.00255591,0.172805,0.259166
3,0.206369,0.0387033,0.0470715,0.0705946
3,0.16629,-0.0426847,0.263897,0.39579
3,0.153789,-0.0501193,0.257377,0.386013
3,0.152873,-0.0115157,0.211392,0.317041
3,0.202795,0.0480579,0.0352858,0.0529194
3,0.173364,0.101409,0.0152428,0.0228602
3,0.164564,0.00315457,0.15988,0.239784
3,0.146415,-0.033796,0.254467,0.381648
3,0.137615,-0.0784198,0.305392,0.45803
3,0.140113,0.000315756,0.204394,0.306547
3,0.175845,0.261538,-0.117057,-0.175549
3,0.168132,0.24405,-0.0846448,-0.12694
3,0.171199,0.237627,-0.0784148,-0.117597
3,0.171949,0.221447,-0.0614426,-0.0921433
3,0.164803,0.251225,-0.0844893,-0.126707
3,0.165019,0.222262,-0.0571185,-0.0856595
3,0.163027,0.252138,-0.099006,-0.148479
3,0.153441,0.367916,-0.287291,-0.430869
3,0.10766,0.289788,-0.133416,-0.200093
3,0.177448,0.115547,-0.109992,-0.164956
3,0.173529,0.101608,-0.0836653,-0.125473
3,0.169397,0.0960095,-0.0793021,-0.11893
3,0.177834,0.0610982,-0.025498,-0.0382394
3,0.187806,0.0557974,-0.0343117,-0.0514569
3,0.163755,0.0876351,-0.0411955,-0.0617807
3,0.168057,0.101043,-0.0735473,-0.110299
3,0.156133,0.17664,-0.145455,-0.218144
3,0.188228,0.158232,-0.168724,-0.253039
3,0.164738,0.185684,-0.0968242,-0.145208
3,0.0896061,0.164132,0.0224554,0.0336796
3,0.163102,0.151653,-0.110941,-0.166379
3,0.186192,0.0867144,-0.0799012,-0.119827
3,0.142114,0.0885874,-0.0258876,-0.0388242
3,0.178644,0.0743083,-0.0535642,-0.0803302
3,0.137582,0.0198576,0.11948,0.179189
3,0.173433,0.0906892,-0.0735294,-0.110272
3,0.175958,0.0945158,-0.0751081,-0.11264
3,0.159172,0.0983407,-0.0367974,-0.055185
3,0.163887,0.0546318,0.0101642,0.0152433
3,0.113304,-0.00948905,0.182351,0.273484
3,0.17713,0.0573547,-0.0282306,-0.0423375
3,0.164928,0.0727567,-0.0581761,-0.087247
3,0.146513,0.0575957,0.0111071,0.0166577
3,0.160017,0.0638642,-0.0342412,-0.0513519
3,0.167434,0.0614887,-0.0448591,-0.0672752
3,0.172046,0.0489396,-0.0192386,-0.0288521
3,0.182829,0.0350665,-0.0188834,-0.0283193
3,0.145856,0.0479968,0.0138182,0.0207235
3,0.164399,0.0510121,-0.0245998,-0.0368924
3,0.151031,0.0603589,-0.0176516,-0.0264723
3,0.165059,0.0239874,0.00570559,0.00855676
3,0.185004,0.0527607,-0.068836,-0.103233
3,0.176395,0.0433023,-0.0272247,-0.0408288
3,0.135755,0.00773994,0.0994475,0.149146
3,0.130819,0.0771037,0.0150508,0.0225722
3,0.197715,0.0502392,-0.0730499,-0.109552
3,0.156789,0.0294586,0.0215293,0.032288
3,0.168746,0.0465022,-0.0169893,-0.025479
3,0.172621,0.0421304,-0.004329,-0.00649223
3,0.141867,-0.0247141,0.16342,0.24509
3,0.16965,0.137919,-0.0158215,-0.0237274
3,0.179183,0.164402,-0.070793,-0.106169
3,0.168321,0.162405,-0.039969,-0.0599418
3,0.164278,0.172958,-0.0492687,-0.0738888
3,0.16438,0.142119,-0.0161759,-0.0242588
3,0.170085,0.13783,-0.0245298,-0.0367872
3,0.169903,0.121348,-0.011208,-0.0168085
3,0.167829,0.154836,-0.0405571,-0.0608233
3,0.168423,0.161835,-0.0373444,-0.056005
3,0.165097,0.0649566,-0.031941,-0.0479017
3,0.162767,0.0644096,-0.0276198,-0.0414213
3,0.195613,-0.0453009,0.0847687,0.127132
3,0.162887,-0.0517186,0.179366,0.269008
3,0.178845,-0.020685,0.114342,0.171485
3,0.199007,-0.0209177,0.0723462,0.108501
3,0.225936,-0.0565028,0.0556328,0.0834347
3,0.223315,-0.0902208,0.102713,0.154045
3,0.205625,-0.0584373,0.0941526,0.141206
3,0.209211,-0.0771106,0.0939495,0.140903
3,0.173097,-0.0621762,0.153397,0.23006
3,0.155499,-0.0701416,0.2137,0.320503
3,0.239847,-0.0577306,0.0208113,0.0312114
3,0.229192,-0.0375427,0.00459202,0.00688681
3,0.17277,-0.0776911,0.179547,0.269282
3,0.168089,-0.113109,0.160083,0.240102
3,0.213995,-0.0845268,0.0210072,0.0315063
3,0.184471,-0.0873664,0.160964,0.24141
3,0.202441,-0.0398909,0.0611829,0.0917587
3,0.191322,0.0278908,0.0239954,0.0359879
3,0.159107,0.0950646,-0.0104463,-0.015667
3,0.156432,0.0804822,0.0134887,0.0202299
3,0.171028,0.304937,-0.225413,-0.338059
3,0.167678,0.292605,-0.178454,-0.267631
3,0.163572,0.274941,-0.102074,-0.15308
3,0.159969,0.25803,-0.0639932,-0.0959693
3,0.163345,0.284274,-0.104319,-0.156447
3,0.162453,0.262751,-0.0852056,-0.127781
3,0.159354,0.23776,-0.0526756,-0.0789969
3,0.164862,0.252621,-0.0798046,-0.119682
3,0.161121,0.25512,-0.0688935,-0.103319
3,0.158694,0.228448,-0.0406091,-0.0609008
3,0.161059,0.240243,-0.0479482,-0.0719067
3,0.163978,0.234895,-0.055199,-0.0827807
3,0.16274,0.286858,-0.138243,-0.207324
3,0.165019,0.292338,-0.201303,-0.3019
3,0.167278,0.0839631,-0.0158451,-0.0237624
3,0.173575,0.0733753,-0.0215764,-0.0323575
3,0.169479,0.0737807,-0.0143043,-0.0214518
3,0.173088,0.0729685,-0.0212951,-0.0319357
3,0.163265,0.0772443,-0.00431034,-0.00646412
3,0.167882,0.0725738,-0.0121951,-0.0182887
3,0.171312,0.0673401,-0.0222805,-0.0334134
3,0.166048,0.0696066,-0.0151111,-0.0226616
3,0.168487,0.0708263,-0.0187201,-0.028074
3,0.165436,0.08351,-0.016919,-0.0253728
3,0.172207,0.0714286,-0.018617,-0.0279193
3,0.152344,0.0143339,0.0877193,0.131552
3,0.163412,0.0498252,0.0167845,0.0251711
3,0.168925,0.0414828,0.00941282,0.0141161
3,0.163406,0.037694,0.0209541,0.0314241
3,0.165854,0.0310284,0.0192394,0.0288526
3,0.166469,0.0222222,0.0366173,0.0549139
3,0.169409,0.0147059,0.0316428,0.047454
3,0.172249,0.0196249,0.0172034,0.0257993
3,0.165659,0.0329381,0.00751215,0.0112657
3,0.171511,0.0318638,0.00486941,0.0073025
3,0.177526,0.0289667,-0.0137594,-0.0206346
3,0.173742,0.0232967,0.0120697,0.0181006
3,0.175476,0.0295806,-0.00499773,-0.00749489
3,0.168485,0.0290493,0.0120053,0.018004
3,0.167062,0.0364338,0.00478053,0.00716924
3,0.160462,0.0256864,0.0307018,0.0460425
3,0.168281,0.024304,0.0249554,0.0374248
3,0.167461,0.0140721,0.0321728,0.0482485
3,0.182823,0.0135667,0.00226963,0.00340368
3,0.174972,0.0124275,0.0260943,0.0391332
3,0.105281,-0.034131,0.253012,0.379456
3,0.159117,0.0185906,0.0402742,0.0603984
3,0.172419,0.0131004,0.0198851,0.0298211
3,0.170054,0.0175285,0.0217295,0.032587
3,0.172173,-0.0059676,0.0488738,0.0732951
3,0.146355,-0.00380228,0.102564,0.153815
3,0.165252,0.0309187,0.0133215,0.0199778
3,0.16829,0.023566,0.0165994,0.0248935
3,0.156869,0.0240642,0.0264085,0.039604
3,0.18303,0.00923077,0.0131162,0.0196699
3,0.163645,0.0218263,0.0328305,0.0492349
3,0.167865,0.0167549,0.0350022,0.0524917
3,0.150707,0.0057294,0.0773784,0.116043
3,0.194875,-0.0130321,0.0162602,0.0243847
3,0.162964,0.0065703,0.0564899,0.0847165
3,0.174329,0.00737527,0.0285213,0.0427725
3,0.177056,0.000851789,0.0258621,0.0387847
3,0.158762,0.0289855,0.024884,0.0373182
3,0.190564,0.0221258,-0.0260155,-0.0390144
3,0.162928,0.0285467,0.0137931,0.0206852
3,0.19521,0.00471496,-0.00808625,-0.0121267
3,0.169336,-0.00214133,0.0541116,0.0811502
3,0.188084,-0.00769889,0.0261409,0.0392027
3,0.134956,0.00433651,0.112535,0.168769
3,0.201043,-0.00426985,0.00358102,0.00537033
3,0.103009,-0.0605828,0.273644,0.410402
3,0.163322,-0.00975817,0.0774969,0.116221
3,0.166667,-0.0167964,0.0870607,0.130565
3,0.158389,0.0180879,0.057481,0.0862033
3,0.168423,0.0163652,0.0348387,0.0522468
3,0.166867,0.0334928,0.00999565,0.0149902
3,0.181442,0.0162116,0.00959024,0.0143822
3,0.164039,0.0356671,0.0118681,0.0177983
3,0.1697,0.033275,0.0137107,0.0205616
3,0.156069,0.0332198,0.0345114,0.0517564
3,0.157415,0.0282051,0.0426778,0.0640033
3,0.112735,-0.0484684,0.247874,0.371751
3,0.168829,0.0353041,0.0154506,0.023171
3,0.179758,0.0335052,-0.011535,-0.0172987
3,0.163878,0.0355903,0.0142795,0.0214147
3,0.168051,0.033891,0.00775194,0.0116254
3,0.173397,0.0320102,-0.00693842,-0.0104054
3,0.160972,0.0389722,0.0170068,0.0255048
3,0.169177,0.0257275,0.0202874,0.0304247
3,0.186486,0.0305344,-0.0266492,-0.0399651
3,0.162526,0.0410959,0.000841043,0.0012613
3,0.169089,0.0420459,-0.0164788,-0.0247128
3,0.165895,0.0291016,0.0104384,0.0156544
3,0.167265,0.0333478,0.00216169,0.00324184
3,0.169224,0.0299401,0.0142672,0.0213962
3,0.168825,0.030303,0.0089782,0.0134644
3,0.171628,0.0292599,-0.00429553,-0.00644192
3,0.16746,0.0226481,0.0148472,0.0222659
3,0.176573,0.00811619,0.0218603,0.0327834
3,0.177653,0.00929839,0.0234742,0.0352038
3,0.158093,0.0260654,0.0343434,0.0515047
3,0.167778,0.0041425,0.0557834,0.083658
3,0.175209,-0.0319744,0.106483,0.159694
3,0.0926805,-0.0665717,0.321347,0.481952
3,0.181757,-0.0213969,0.0558956,0.0838262
3,0.206787,-0.0438528,0.0444716,0.0666939
3,0.143284,-0.0221344,0.143378,0.215028
3,0.173469,-0.0121065,0.0685484,0.102802
3,0.168874,-0.00372671,0.0565111,0.0847492
3,0.161802,-0.0289515,0.110526,0.165758
3,0.0723601,-0.067207,0.377354,0.565957
3,0.162541,0.0247288,0.0325342,0.0487909
3,0.174065,0.0253378,0.0208777,0.0313099
3,0.162743,0.0284728,0.0277056,0.0415494
3,0.168131,-0.0150125,0.0819805,0.122946
3,0.169394,-0.0388889,0.12605,0.18904
3,0.162699,-0.0170195,0.0964386,0.144629
3,0.165912,0.00675105,0.0598504,0.0897569
3,0.149032,0.00167785,0.0969551,0.145404
3,0.141975,-0.0257649,0.161004,0.241462
3,0.143329,-0.039557,0.183526,0.275239
3,0.143742,-0.0295188,0.154586,0.231836
3,0.1791,0.0209134,0.0122058,0.0183046
3,0.171746,0.132787,-0.0498428,-0.0747475
3,0.170782,0.111025,-0.0314202,-0.0471204
3,0.154328,0.113627,-0.00252951,-0.00379347
3,0.16772,0.128966,-0.0482514,-0.0723611
3,0.16296,0.111755,-0.015224,-0.022831
3,0.163993,0.110744,-0.00834431,-0.0125137
3,0.172733,0.22093,-0.142174,-0.213219
3,0.166667,0.262832,-0.2026,-0.303845
3,0.174286,0.224251,-0.1199,-0.179813
3,0.176433,0.192395,-0.0778124,-0.116693
3,0.17425,0.174787,-0.0744449,-0.111643
3,0.171351,0.215086,-0.0851434,-0.127687
3,0.174869,0.225282,-0.078623,-0.117909
3,0.166253,0.209867,-0.0553886,-0.083065
3,0.168944,0.213869,-0.0518583,-0.0777706
3,0.171259,0.220647,-0.0644038,-0.0965847
3,0.17074,0.208349,-0.0596745,-0.0894915
3,0.167939,0.198473,-0.0446147,-0.066907
3,0.171073,0.225009,-0.0727669,-0.109127
3,0.14771,0.249913,-0.148678,-0.222977
3,0.145235,0.256881,-0.146685,-0.21999
3,0.159907,0.26039,-0.138968,-0.208415
3,0.154566,0.240895,-0.104082,-0.156095
3,0.153013,0.271065,-0.120991,-0.181454
3,0.161295,0.250245,-0.133621,-0.200395
3,0.160456,0.108026,-0.0169803,-0.0254646
3,0.162812,0.163273,-0.0235602,-0.0353326
3,0.165637,0.123678,-0.00990991,-0.0148615
3,0.161142,0.0481662,0.00224719,0.00337003
3,0.1615,0.0464701,-0.00363636,-0.00545331
3,0.158416,0.0719581,0.00316313,0.00474362
3,0.161476,0.193928,-0.0273128,-0.0409601
3,0.161692,0.213309,-0.0319755,-0.0479527
